ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,LargePhoto,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
518,SE-R581,15,NULL,NULL,LL Road Seat/Saddle,Sill°n/asiento de carretera GB,Selle de vÇlo de route LL,12.0413,1,NA,500,375,27.1200,NULL,NA,NULL,1,R ,16.2720,L ,NULL,LL Road Seat/Saddle 1,0x47494638,Lightweight foam-padded saddle.,Selle lÇgäre avec renfort en mousse.,??????????,???? ???? ????? ?? ??? ????.,???? ??-???? ????? ????.,????????????????????????,Leichter Sattel mit Schaumstoff.,???? ????????????,Hafif kîpÅk pedli sele.,2013-07-01 00:00:00.000,NULL,Current
519,SE-R908,15,NULL,NULL,ML Road Seat/Saddle,Sill°n/asiento de carretera GM,Selle de vÇlo de route ML,17.3782,1,NA,500,375,39.1400,NULL,NA,NULL,1,T ,23.4840,M ,NULL,ML Road Seat/Saddle 2,0x47494638,Rubber bumpers absorb bumps.,Amortisseurs en caoutchouc pour absorber les bosses.,???????????,????? ?????? ???? ???????.,????? ???? ??????? ?????.,????????????????????,Sto·leisten aus Gummi zur Sto·dÑmpfung.,??? ??????????????,Lastik tamponlar áarpma siddetini emer.,2013-07-01 00:00:00.000,NULL,Current
520,SE-R995,15,NULL,NULL,HL Road Seat/Saddle,Sill°n/asiento de carretera GA,Selle de vÇlo de route HL,23.3722,1,NA,500,375,52.6400,NULL,NA,NULL,1,R ,31.5840,H ,NULL,HL Road Seat/Saddle 2,0x47494638,Lightweight kevlar racing saddle. Leather.,Selle de course lÇgäre en Kevlar. Cuir.,????????????????????,???? ???? ???? ????? ????? ?? ???? ??????. ???.,???? Kevlar ??-???? ???????. ???.,????????????????????????? ?????????? ?????????,Leichter Kevlar-Rennsattel. Leder.,????????? ??? ????,Hafif kevlar yaris selesi. Deri.,2013-07-01 00:00:00.000,NULL,Current
521,SE-T312,15,NULL,NULL,LL Touring Seat/Saddle,Sill°n/asiento de paseo GB,Selle de vÇlo de randonnÇe LL,12.0413,1,NA,500,375,27.1200,NULL,NA,NULL,1,T ,16.2720,L ,NULL,LL Touring Seat/Saddle,0x47494638,Comfortable, ergonomically shaped gel saddle.,Selle confortable et ergonomique profilÇe avec couvre-selle en gel.,?????????????????,???? ???????? ???? ???? ?????? ?? ???? ?????.,???? ?'? ??? ??? ????? ????????.,???????????????? ???????? ?????????????????????????,Komfortabler Gelsattel mit ergonomischer Form.,?????????????????????,"Konforlu, ergonomik biáimli jel sele.",2013-07-01 00:00:00.000,NULL,Current
522,SE-T762,15,NULL,NULL,ML Touring Seat/Saddle,Sill°n/asiento de paseo GM,Selle de vÇlo de randonnÇe ML,17.3782,1,NA,500,375,39.1400,NULL,NA,NULL,1,T ,23.4840,M ,NULL,ML Touring Seat/Saddle,0x47494638,New design relieves pressure for long rides.,Nouvelle conception pour Çviter la fatigue lors des longues randonnÇes.,????????????????,????? ???? ?????? ????? ??? ??????? ?????? ?????.,????? ??? ????? ??? ??????? ??????.,????????????????????????????????????????????????,Neues Design bietet Komfort auch auf langen Strecken.,??? ???????????????????,Yeni tasarim uzun sÅrÅslerde basinci azaltir.,2013-07-01 00:00:00.000,NULL,Current
523,SE-T924,15,NULL,NULL,HL Touring Seat/Saddle,Sill°n/asiento de paseo GA,Selle de vÇlo de randonnÇe HL,23.3722,1,NA,500,375,52.6400,NULL,NA,NULL,1,T ,31.5840,H ,NULL,HL Touring Seat/Saddle,0x47494638,Cut-out shell for a more comfortable ride.,Cadre profilÇ pour amÇliorer le confort.,?????,????????,???? ????? ?? ?????? ?????? ???? ?? ?????? ????? ???????.,????? ????? ?????? ???? ????.,????????????????????????????????????,Ausgeschnittene Form fÅr komfortableres Fahren.,???????????????? ??? ????,Daha konforlu bir sÅrÅs iáin îzel sele kaplamasi.,2013-07-01 00:00:00.000,NULL,Current
524,FR-M21S-42,12,LB ,CM ,LL Mountain Frame - Silver, 42,,,144.5938,1,Silver,500,375,264.0500,42,42-46 CM,2.9199999999999999,1,M ,158.4300,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
525,FR-M21S-44,12,LB ,CM ,LL Mountain Frame - Silver, 44,,,144.5938,1,Silver,500,375,264.0500,44,42-46 CM,2.96,1,M ,158.4300,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
526,FR-M21S-48,12,LB ,CM ,LL Mountain Frame - Silver, 48,,,144.5938,1,Silver,500,375,264.0500,48,48-52 CM,3.0,1,M ,158.4300,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
527,FR-M21S-52,12,LB ,CM ,LL Mountain Frame - Silver, 52,,,144.5938,1,Silver,500,375,264.0500,52,48-52 CM,3.04,1,M ,158.4300,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
528,TT-M928,37,NULL,NULL,Mountain Tire Tube,Cubierta para c†mara de monta§a,Chambre Ö air de VTT,1.8663,1,NA,500,375,4.9900,NULL,NA,NULL,0,M ,2.9940,NULL,NULL,Mountain Tire Tube,0x47494638,Self-sealing tube.,Tube Ö autovulcanisation.,?????,?????? ????? ?????.,?????? ?? ????? ?????.,????????????????????,Selbstdichtender Schlauch.,???????? ?????,Kendinden mÅhÅrlÅ boru.,2013-07-01 00:00:00.000,NULL,Current
529,TT-R982,37,NULL,NULL,Road Tire Tube,Cubierta para c†mara de carretera,Chambre Ö air de vÇlo de route,1.4923,1,NA,500,375,3.9900,NULL,NA,NULL,0,R ,2.3940,NULL,NULL,Road Tire Tube,0x47494638,Conventional all-purpose tube.,Tube classique tous usages.,?????????,?????? ??????? ????? ???? ???????.,?????? ???????????? ??? ????.,??????????????????????,GÑngiger Allzweckschlauch.,????????????,Klasik áok amaáli boru.,2013-07-01 00:00:00.000,NULL,Current
530,TT-T092,37,NULL,NULL,Touring Tire Tube,Cubierta para c†mara de paseo,Chambre Ö air de vÇlo de randonnÇe,1.8663,1,NA,500,375,4.9900,NULL,NA,NULL,0,T ,2.9940,NULL,NULL,Touring Tire Tube,0x474946380x982EB998,General purpose tube.,Tube Ö usage gÇnÇrique.,??????,?????? ?????? ???????.,?????? ?????? ??????.,?????????????????????????,Allzweckschlauch.,?????????,Genel amaáli boru.,2013-07-01 00:00:00.000,NULL,Current
531,FR-M21B-42,12,LB ,CM ,LL Mountain Frame - Black, 42,,,136.7850,1,Black,500,375,249.7900,42,42-46 CM,2.9199999999999999,1,M ,149.8740,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
532,FR-M21B-44,12,LB ,CM ,LL Mountain Frame - Black, 44,,,136.7850,1,Black,500,375,249.7900,44,42-46 CM,2.96,1,M ,149.8740,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
533,FR-M21B-48,12,LB ,CM ,LL Mountain Frame - Black, 48,,,136.7850,1,Black,500,375,249.7900,48,48-52 CM,3.0,1,M ,149.8740,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
534,FR-M21B-52,12,LB ,CM ,LL Mountain Frame - Black, 52,,,136.7850,1,Black,500,375,249.7900,52,48-52 CM,3.04,1,M ,149.8740,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
535,TI-M267,37,NULL,NULL,LL Mountain Tire,Cubierta de monta§a GB,Pneu de VTT LL,9.3463,1,NA,500,375,24.9900,NULL,NA,NULL,0,M ,14.9940,L ,NULL,LL Mountain Tire,0x47494638,Comparible traction, less expensive wire bead casing.,Traction comparable aux modäles haut de gamme, gomme de pneu moins chäre.,????????????,??????????????,??? ?? ????? ???? ????????? ???? ???? ????? ????? ????? ?????.,????? ???? ???? ????? ?????? ?????????, ????? ???? ???? ???? ????.,?????????????????????????????????? ?????????????????????????,"Vergleichbare Beschleunigung, gÅnstigerer Mantel.",???????????????? ??? ??????,"Benzer yol tutusu, daha ucuz tel baslari.",2013-07-01 00:00:00.000,NULL,Current
536,TI-M602,37,NULL,NULL,ML Mountain Tire,Cubierta de monta§a GM,Pneu de VTT ML,11.2163,1,NA,500,375,29.9900,NULL,NA,NULL,0,M ,17.9940,M ,NULL,ML Mountain Tire,0x47494638,Great traction, high-density rubber.,Grande traction, caoutchouc haute densitÇ.,??????????????,??? ?? ?????? ???? ???? ???????.,????? ???? ?????, ???? ??????? ?????.,?????????????????????? ?????????????????????,"Hohe Beschleunigung, Gummi mit hoher Dichte.",?????????????????,"Äok iyi yol tutusu, yÅksek yogunluklu lastik.",2013-07-01 00:00:00.000,NULL,Current
537,TI-M823,37,NULL,NULL,HL Mountain Tire,Cubierta de monta§a GA,Pneu de VTT HL,13.0900,1,NA,500,375,35.0000,NULL,NA,NULL,0,M ,21.0000,H ,NULL,HL Mountain Tire,0x474946380x0450D615,Incredible traction, lightweight carbon reinforced.,Traction exceptionnelleˇ; carbone lÇger renforcÇ.,??????;??????????,??? ?? ?????? ????? ???? ???? ?????.,????? ???? ??? ????; ????? ??-???? ?????.,????????????????? ??????????????????????,"Unvergleichliche Beschleunigung, leicht und carbonverstÑrkt.",???????????????????????,"Inanilmaz yol tutusu, gÅálendirilmis hafif karbon.",2013-07-01 00:00:00.000,NULL,Current
538,TI-R092,37,NULL,NULL,LL Road Tire,Cubierta de carretera GB,Pneu de vÇlo de route LL,8.0373,1,NA,500,375,21.4900,NULL,NA,NULL,0,R ,12.8940,L ,NULL,LL Road Tire,0x47494638,Same great treads as more expensive tire with a less expensive wire bead casing.,Màme dessin que les pneus plus chers, mais dotÇ d'une gomme moins chäre.,????????????,?????????????????,????? ??????? ?????? ???? ???? ???? ???????? ???????? ?????? ?????? ????? ???? ????? ???? ????? ????? ??? ?????.,????? ???? ???? ???? ??????? ??????? ????? ????, ???? ?? ????? ???? ???? ???? ????.,??????????????????????????????????? ????????????????????????????,Dasselbe Profil wie ein teurerer Reifen mit kostengÅnstigerem Mantel.,??????? ??? ??????????? ???????????????????,"Daha pahali tekerleklerle ayni lastik sirti, daha ucuz tel baslari.",2013-07-01 00:00:00.000,NULL,Current
539,TI-R628,37,NULL,NULL,ML Road Tire,Cubierta de carretera GM,Pneu de vÇlo de route ML,9.3463,1,NA,500,375,24.9900,NULL,NA,NULL,0,R ,14.9940,M ,NULL,ML Road Tire,0x47494638,Higher density rubber.,Caoutchouc plus dense que sur les autres modäles.,?????????????,???? ???? ????? ?? ???????? ??????.,???? ??????? ????? ???? ???? ????? ?????.,?????????????????????????????????,Gummi mit hoher Dichte.,????????,Daha yÅksek yogunluklu lastik.,2013-07-01 00:00:00.000,NULL,Current
540,TI-R982,37,NULL,NULL,HL Road Tire,Cubierta de carretera GA,Pneu de vÇlo de route HL,12.1924,1,NA,500,375,32.6000,NULL,NA,NULL,0,R ,19.5600,H ,NULL,HL Road Tire,0x474946380x4E5FC892,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Carbone lÇger renforcÇ pour un confort de conduite inÇgalÇ, sans ajout de poids.,?????????,??????,?????????,????? ???? ???? ????? ?????? ?????? ?????? ?? ???? ????? ??????.,??-???? ????? ????? ?????? ???? ???? ?????? ??? ?????.,?????????????????????? ??????????????????????????? ?????????????????????????????,Leicht und carbonverstÑrkt fÅr ein unvergessliches Fahrerlebnis.,????????????????????????????????????,Agirliktan taviz vermeden benzersiz bir sÅrÅs iáin gÅálendirilmis hafif karbon.,2013-07-01 00:00:00.000,NULL,Current
541,TI-T723,37,NULL,NULL,Touring Tire,Cubierta de paseo,Pneu de vÇlo de randonnÇe,10.8423,1,NA,500,375,28.9900,NULL,NA,NULL,0,T ,17.3940,NULL,NULL,Touring Tire,0x47494638,High-density rubber.,Caoutchouc haute densitÇ.,??????,???? ???? ???????.,???? ??????? ?????.,?????????????????,Gummi mit hoher Dichte.,???????,YÅksek yogunluklu lastik.,2013-07-01 00:00:00.000,NULL,Current
542,PD-M282,13,G  ,NULL,LL Mountain Pedal,Pedal de monta§a GB,PÇdale de VTT LL,17.9776,1,Silver/Black,500,375,40.4900,NULL,NA,218.0,1,M ,24.2940,L ,NULL,LL Mountain Pedal,0x474946380x04561005,Expanded platform so you can ride in any shoes; great for all-around riding.,Plate-forme allongÇe permettant de rouler avec tous types de chaussuresˇ; idÇal pour la randonnÇe.,???????????????;????????,???? ????? ???? ???? ????? ??????? ??? ????? ???? ??? ???? ??????? ?????? ???????.,???? ?????? ????? ?????? ?????? ??? ???? ??????; ????? ?????? ??? ????.,?????????????? ????????????????????????????????????? ???????????????????????????????,Grî·ere FlÑche fÅr Komfort in allen Schuhen.,??????????????????????????? ????????????,"Genis pedali sayesinde her tÅr ayakkabiyla sÅrebilirsiniz, gÅnlÅk kullanim iáin áok uygundur.",2013-07-01 00:00:00.000,NULL,Current
543,PD-M340,13,G  ,NULL,ML Mountain Pedal,Pedal de monta§a GM,PÇdale de VTT ML,27.5680,1,Silver/Black,500,375,62.0900,NULL,NA,215.0,1,M ,37.2540,M ,NULL,ML Mountain Pedal,0x474946380x04561005,Lightweight, durable, clipless pedal with adjustable tension.,PÇdales automatiques lÇgäres et robustes avec tension rÇglable.,????????????????,????? ????? ????? ????? ??????? ??? ????? ???? ??? ??? ???? ???????.,????? ????? ????? ????? ?? ???? ???????.,???????????????? ????? ????????? ???????????????????????,Leichte Pedale ohne Pedalhaken mit anpassbarer Spannung.,??????????????????????????? ????,"Hafif, dayanikli klipssiz pedal, gerginligi ayarlanabilir.",2013-07-01 00:00:00.000,NULL,Current
544,PD-M562,13,G  ,NULL,HL Mountain Pedal,Pedal de monta§a GA,PÇdale de VTT HL,35.9596,1,Silver/Black,500,375,80.9900,NULL,NA,185.0,1,M ,48.5940,H ,NULL,HL Mountain Pedal,0x474946380x04561005,Stainless steel; designed to shed mud easily.,Acier inoxydableˇ; facile Ö nettoyer.,?????;?????,?????? ?? ??????? ???? ?? ????? ????? ?? ?????? ?????? ????? ??????.,???? ??-???; ????? ????? ??? ?????.,??????????? ????????????????????????????????????,Edelstahl; schmutzabweisendes Design.,?????????????????????????,"Paslanmaz áelik, áamuru Åzerinden kolayca atacak sekilde tasarlandi.",2013-07-01 00:00:00.000,NULL,Current
545,PD-R347,13,G  ,NULL,LL Road Pedal,Pedal de carretera GB,PÇdale de vÇlo de route LL,17.9776,1,Silver/Black,500,375,40.4900,NULL,NA,189.0,1,R ,24.2940,L ,NULL,LL Road Pedal,0x474946380x7260861E,Clipless pedals - aluminum.,PÇdales automatiquesˇ- aluminium.,?????? - ???,??????? ??? ????? ???????? ?? ??????????.,?????? ??? ????? - ?????????.,??????????????? - ??????????,Pedale ohne Pedalhaken - Aluminium.,?????? ??? (??????)?,Klipssiz pedallar - alÅminyum.,2013-07-01 00:00:00.000,NULL,Current
546,PD-R563,13,G  ,NULL,ML Road Pedal,Pedal de carretera GM,PÇdale de vÇlo de route ML,27.5680,1,Silver/Black,500,375,62.0900,NULL,NA,168.0,1,R ,37.2540,M ,NULL,ML Road Pedal,0x474946380x7260861E,Lightweight aluminum alloy construction.,Fabrication en alliage d'aluminium lÇger.,????????,?????? ????? ???????? ????? ?????.,???? ?????? ????????? ?? ????.,?????????????????????????????????????,Leichte Aluminiumlegierung.,?????????????,Hafif alÅminyum alasimi konstrÅksiyon.,2013-07-01 00:00:00.000,NULL,Current
547,PD-R853,13,G  ,NULL,HL Road Pedal,Pedal de carretera GA,PÇdale de vÇlo de route HL,35.9596,1,Silver/Black,500,375,80.9900,NULL,NA,149.0,1,R ,48.5940,H ,NULL,HL Road Pedal,0x474946380x7260861E,Top-of-the-line clipless pedals with adjustable tension.,PÇdales automatiques haut de gamme avec tension rÇglable.,??????????????,??????? ?? ???? ???????? ???? ??? ???? ???????.,?????? ?????? ????? ?????? ??????? ?? ???? ???????.,????????????????? ????????? ??????????????,Top-Pedale ohne Pedalhaken mit anpassbarer Spannung.,???????????????????? ????,Gerginligi ayarlanabilen gerginlikli en Åst sinif klipssiz pedallar.,2013-07-01 00:00:00.000,NULL,Current
548,PD-T852,13,NULL,NULL,Touring Pedal,Pedal de paseo,PÇdale de vÇlo de randonnÇe,35.9596,1,Silver/Black,500,375,80.9900,NULL,NA,NULL,1,T ,48.5940,NULL,NULL,Touring Pedal,0x474946380x7260861E,A stable pedal for all-day riding.,PÇdale stable pour longs trajets.,????,????????,????? ????? ???????? ??????? ???? ?????.,????? ????? ??????? ?????? ????? ?? ????.,??????????????? ???????????????????????,Ein stabiles Tretwerk fÅr FahrvergnÅgen den ganzen Tag.,????????????????????,TÅm gÅn sÅrÅs iáin saglam pedal.,2013-07-01 00:00:00.000,NULL,Current
549,FR-M63S-38,12,LB ,CM ,ML Mountain Frame-W - Silver, 38,,,199.3757,1,Silver,500,375,364.0900,38,38-40 CM,2.73,2,M ,218.4540,M ,W ,ML Mountain Frame-W,0x47494638,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.,ML ?????????????,?????????? HL ?????????????????????,?? ???? ML ?? ???? ????? ?? ?????????? ?????? ??????? ????? ???? ?????? ????? ???? HL ????? ???. ??? ???? ????? ??????. ?????? ???????.,????? ?- ML ??? ????? ????????? ????? ???? ??????? ????? ????? ?????? ??? ?????? HL ????. ??? ????? ??????? ??????. ????? ??????.,???? ML ?????????????????????????????? ??????????????????????????????????? HL  ??????????????????????????  ????????????????????????,Der ML-Rahmen ist ein hitzebehandelter Aluminiumrahmen mit dem gleichen Zubehîr und der gleichen QualitÑt wie unser HL-Rahmen. Er bietet hîchste Leistung. Version fÅr Herren.,ML ??????HL ??????????????????????????? ?????????????????????????,HL kadroyla ayni detaylara ve kaliteye sahip olan ML kadro tavlanmis alÅminyumdur. östÅn performans sunar. Erkek modeli.,2013-07-01 00:00:00.000,NULL,Current
550,FR-M21B-40,12,LB ,CM ,LL Mountain Frame - Black, 40,,,136.7850,1,Black,500,375,249.7900,40,38-40 CM,2.8799999999999999,2,M ,149.8740,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
551,FR-M21S-40,12,LB ,CM ,LL Mountain Frame - Silver, 40,,,144.5938,1,Silver,500,375,264.0500,40,38-40 CM,2.8799999999999999,2,M ,158.4300,L ,U ,LL Mountain Frame,0x47494638,Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.,Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.,??? ML ??????????????,?????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alÅminyum kadroyla ayni áigir aáici kadro teknolojisini kullanan en degerli ÅrÅnÅmÅz.,2013-07-01 00:00:00.000,NULL,Current
552,FD-2342,9,G  ,NULL,Front Derailleur,Desviador delantero,DÇrailleur avant,40.6216,1,Silver,500,375,91.4900,NULL,NA,88.0,1,NULL,54.8940,NULL,NULL,Front Derailleur,0x47494638,Wide-link design.,Conception liaison large.,??????,????? ???? ???????.,????? ???-??????.,????????????????????????????,Wide-Link-Design.,?????? ?????,Genis baglantili tasarim.,2013-07-01 00:00:00.000,NULL,Current
553,HB-T721,4,NULL,NULL,LL Touring Handlebars,Manillar de paseo GB,PoignÇes de vÇlo de randonnÇe LL,20.4640,1,NA,500,375,46.0900,NULL,NA,NULL,1,T ,27.6540,L ,NULL,LL Touring Handlebars,0x47494638,Unique shape reduces fatigue for entry level riders.,Forme träs rÇussie destinÇe Ö diminuer la fatigue des cyclistes occasionnels.,??????????????????????,??? ???? ???? ???? ??????? ??? ?????? ?????????.,???? ??????? ??????? ??????? ????? ??????.,??????????????????????????????????????????????????????????????,Mehr Komfort fÅr Einsteiger durch einzigartige Form.,????? ???????????????????????????,"Essiz biáimi, baslangiá seviyesindeki sÅrÅcÅlerde yorgunlugunu azaltir.",2013-07-01 00:00:00.000,NULL,Current
554,HB-T928,4,NULL,NULL,HL Touring Handlebars,Manillar de paseo GA,PoignÇes de vÇlo de randonnÇe HL,40.6571,1,NA,500,375,91.5700,NULL,NA,NULL,1,T ,54.9420,H ,NULL,HL Touring Handlebars,0x47494638,A light yet stiff aluminum bar for long distance riding.,Barre d'appui en aluminium lÇgäre et solide pour les longues randonnÇes.,?????????????????,???? ????? ????? ?? ?????????? ???? ????? ????? ??? ????? ??????? ??????? ?????.,???? ????????? ??? ?? ?? ??? ????? ?????? ??????? ??????.,???????????????????????????? ??? ????????????????????????,Leichtes und stabiles Aluminium fÅr Langstrecken.,???????????????????????????? ???,Uzun mesafe sÅrÅs iáin hafif ancak sert alÅminyum boru.,2013-07-01 00:00:00.000,NULL,Current
